T,K,side,iv
0.03123492052183943,707.0,put,0.2039874523925781
0.03123492052183943,708.0,put,0.20227848510742186
0.03123492052183943,709.0,put,0.20087469055175777
0.03123492052183943,710.0,put,0.19928779235839844
0.03123492052183943,711.0,put,0.19788399780273438
0.03123492052183943,712.0,put,0.19635813415527342
0.03123492052183943,713.0,put,0.19464916687011719
0.03123492052183943,714.0,put,0.1930622686767578
0.03123492052183943,715.0,put,0.19165847412109377
0.03123492052183943,716.0,put,0.1900715759277344
0.03123492052183943,717.0,put,0.18860674682617187
0.03123492052183943,718.0,put,0.18720295227050782
0.03123492052183943,719.0,put,0.1859212268066406
0.03123492052183943,720.0,put,0.18439536315917968
0.03123492052183943,721.0,put,0.1829610513305664
0.03123492052183943,722.0,put,0.18158777404785154
0.03123492052183943,723.0,put,0.1801839794921875
0.03123492052183943,724.0,put,0.1788717367553711
0.03123492052183943,725.0,put,0.1775594940185547
0.03123492052183943,726.0,put,0.17621673400878907
0.03123492052183943,727.0,put,0.1746603530883789
0.03123492052183943,728.0,put,0.17328707580566405
0.03123492052183943,729.0,put,0.17194431579589847
0.03123492052183943,730.0,put,0.17072362487792972
0.03123492052183943,731.0,put,0.1692587957763672
0.03123492052183943,732.0,put,0.16791603576660158
0.03123492052183943,733.0,put,0.16651224121093755
0.03123492052183943,734.0,put,0.165047412109375
0.03123492052183943,735.0,put,0.1637046520996094
0.03123492052183943,736.0,put,0.16227034027099607
0.03123492052183943,737.0,put,0.16089706298828127
0.03123492052183943,738.0,put,0.15961533752441404
0.03123492052183943,739.0,put,0.15821154296875
0.03123492052183943,740.0,put,0.1568382656860352
0.03123492052183943,741.0,put,0.15552602294921875
0.03123492052183943,742.0,put,0.15406119384765626
0.03123492052183943,743.0,put,0.15265739929199224
0.03123492052183943,744.0,put,0.15143670837402345
0.03123492052183943,745.0,put,0.16248396118164063
0.03123492052183943,746.0,put,0.17136448760986328
0.03123492052183943,747.0,put,0.17035741760253909
0.03123492052183943,748.0,put,0.1694418994140625
0.03123492052183943,749.0,put,0.16834327758789067
0.03123492052183943,750.0,put,0.16751931121826175
0.03123492052183943,751.0,put,0.1667563793945313
0.03123492052183943,752.0,put,0.16602396484375004
0.03123492052183943,753.0,put,0.16556620574951175
0.03123492052183943,754.0,put,0.1651999984741211
0.03123492052183943,755.0,put,0.16492534301757814
0.03123492052183943,756.0,put,0.16498637756347656
0.03123492052183943,757.0,put,0.1651694812011719
0.03123492052183943,758.0,put,0.16553568847656253
0.03123492052183943,759.0,put,0.16602396484375004
0.03123492052183943,760.0,put,0.16724465576171876
0.03123492052183943,761.0,put,0.16797707031250003
0.03123492052183943,762.0,put,0.16922827850341798
0.03123492052183943,763.0,put,0.1710287976074219
0.03123492052183943,764.0,put,0.17292086853027344
0.03123492052183943,765.0,put,0.1754843194580078
0.03123492052183943,766.0,put,0.17737639038085937
0.03123492052183943,767.0,put,0.17993984130859375
0.03123492052183943,768.0,put,0.18647053771972655
0.03123492052183943,770.0,put,0.19275709594726562
0.03123492052183943,771.0,put,0.19623606506347657
0.03123492052183943,773.0,put,0.20331607238769528
0.03123492052183943,774.0,put,0.2069781451416015
0.03123492052183943,775.0,put,0.21021297607421874
0.03123492052183943,779.0,put,0.22614299255371095
0.03123492052183943,780.0,put,0.23023230712890624
0.03123492052183943,781.0,put,0.23395541442871093
0.03123492052183943,785.0,put,0.24958025817871093
0.03123492052183943,787.0,put,0.2574537145996094
0.03123492052183943,790.0,put,0.26868407104492187
0.03123492052183943,792.0,put,0.2763133892822265
0.03123492052183943,795.0,put,0.2868723657226562
0.03123492052183943,800.0,put,0.30542686767578126
0.03123492052183943,805.0,put,0.3236151623535155
0.03123492052183943,810.0,put,0.3414372497558594
0.03123492052183943,815.0,put,0.3585269226074219
0.04218632367036783,475.0,call,0.9853517089843751
0.04218632367036783,485.0,call,0.9594730615234374
0.04218632367036783,500.0,call,0.8964854101562498
0.04218632367036783,507.0,call,0.8632826171875
0.04218632367036783,510.0,call,0.858399853515625
0.04218632367036783,516.0,call,0.834718449707031
0.04218632367036783,520.0,call,0.8234880932617187
0.04218632367036783,521.0,call,0.8188494677734374
0.04218632367036783,525.0,call,0.8034687622070311
0.04218632367036783,526.0,call,0.7954122021484374
0.04218632367036783,530.0,call,0.7861349511718749
0.04218632367036783,536.0,call,0.762697685546875
0.04218632367036783,540.0,call,0.7495142236328125
0.04218632367036783,545.0,call,0.7299831689453125
0.04218632367036783,550.0,call,0.7075224560546876
0.04218632367036783,551.0,call,0.7082548706054688
0.04218632367036783,552.0,call,0.7050810742187501
0.04218632367036783,555.0,call,0.6921417504882813
0.04218632367036783,557.0,call,0.6853058813476562
0.04218632367036783,558.0,call,0.684573466796875
0.04218632367036783,560.0,call,0.6765169067382814
0.04218632367036783,561.0,call,0.663333444824219
0.04218632367036783,563.0,call,0.6638217211914064
0.04218632367036783,565.0,call,0.6569858520507813
0.04218632367036783,570.0,call,0.641605146484375
0.04218632367036783,571.0,call,0.6373327282714845
0.04218632367036783,573.0,call,0.6311072045898438
0.04218632367036783,575.0,call,0.6189002954101563
0.04218632367036783,578.0,call,0.6145058081054688
0.04218632367036783,579.0,call,0.5170946728515625
0.04218632367036783,580.0,call,0.6066933862304689
0.04218632367036783,582.0,call,0.5996133789062501
0.04218632367036783,583.0,call,0.5493209130859377
0.04218632367036783,585.0,call,0.5892375061035158
0.04218632367036783,590.0,call,0.5727581787109376
0.04218632367036783,591.0,call,0.5690961059570312
0.04218632367036783,594.0,call,0.5295457202148439
0.04218632367036783,595.0,call,0.5510298803710938
0.04218632367036783,597.0,call,0.5485884985351563
0.04218632367036783,600.0,call,0.5336960693359375
0.04218632367036783,602.0,call,0.532231240234375
0.04218632367036783,604.0,call,0.4953663745117188
0.04218632367036783,605.0,call,0.5219774365234374
0.04218632367036783,608.0,call,0.5122119091796875
0.04218632367036783,609.0,call,0.5086719055175781
0.04218632367036783,610.0,call,0.5288133056640626
0.04218632367036783,611.0,call,0.5892375061035158
0.04218632367036783,612.0,call,0.5918009570312501
0.04218632367036783,614.0,call,0.5832561206054687
0.04218632367036783,615.0,call,0.5798381860351562
0.04218632367036783,616.0,call,0.5762981823730469
0.04218632367036783,617.0,call,0.572391971435547
0.04218632367036783,618.0,call,0.5678754150390625
0.04218632367036783,619.0,call,0.5638471350097658
0.04218632367036783,620.0,call,0.5598188549804688
0.04218632367036783,621.0,call,0.5474898767089844
0.04218632367036783,622.0,call,0.4770560107421875
0.04218632367036783,623.0,call,0.5448043566894532
0.04218632367036783,624.0,call,0.4699760034179688
0.04218632367036783,625.0,call,0.5354050366210938
0.04218632367036783,628.0,call,0.5294846856689455
0.04218632367036783,629.0,call,0.45203184692382814
0.04218632367036783,630.0,call,0.5214891601562499
0.04218632367036783,632.0,call,0.5150194982910157
0.04218632367036783,633.0,call,0.5100757000732423
0.04218632367036783,634.0,call,0.49786879089355474
0.04218632367036783,635.0,call,0.49927258544921876
0.04218632367036783,636.0,call,0.4924367163085938
0.04218632367036783,637.0,call,0.49231464721679696
0.04218632367036783,639.0,call,0.4881032635498047
0.04218632367036783,640.0,call,0.47522497436523436
0.04218632367036783,641.0,call,0.47876497802734375
0.04218632367036783,642.0,call,0.4738822143554688
0.04218632367036783,643.0,call,0.4726615234375
0.04218632367036783,644.0,call,0.4682670361328125
0.04218632367036783,645.0,call,0.4611259942626954
0.04218632367036783,646.0,call,0.4611870288085938
0.04218632367036783,647.0,call,0.4563042651367188
0.04218632367036783,648.0,call,0.4523370196533204
0.04218632367036783,649.0,call,0.4470270141601562
0.04218632367036783,650.0,call,0.44220528503417966
0.04218632367036783,651.0,call,0.4408014904785156
0.04218632367036783,652.0,call,0.38867798828125
0.04218632367036783,653.0,call,0.4285945812988281
0.04218632367036783,654.0,call,0.4246883703613281
0.04218632367036783,655.0,call,0.422857333984375
0.04218632367036783,656.0,call,0.4167538793945312
0.04218632367036783,657.0,call,0.4190731921386719
0.04218632367036783,658.0,call,0.39905386108398444
0.04218632367036783,659.0,call,0.4118711157226562
0.04218632367036783,660.0,call,0.4022276574707031
0.04218632367036783,661.0,call,0.40430283203125
0.04218632367036783,662.0,call,0.39588006469726567
0.04218632367036783,663.0,call,0.39624627197265627
0.04218632367036783,664.0,call,0.24536887451171874
0.04218632367036783,665.0,call,0.38355108642578123
0.04218632367036783,666.0,call,0.37995004821777345
0.04218632367036783,667.0,call,0.38172005004882803
0.04218632367036783,668.0,call,0.3723817645263672
0.04218632367036783,669.0,call,0.3687807263183594
0.04218632367036783,670.0,call,0.3651796881103516
0.04218632367036783,671.0,call,0.36157864990234373
0.04218632367036783,672.0,call,0.3579165771484375
0.04218632367036783,673.0,call,0.35425450439453116
0.04218632367036783,674.0,call,0.3505924316406249
0.04218632367036783,675.0,call,0.3469913934326171
0.04218632367036783,676.0,call,0.34326828613281246
0.04218632367036783,677.0,call,0.3399724206542969
0.04218632367036783,678.0,call,0.3363103479003906
0.04218632367036783,679.0,call,0.332587240600586
0.04218632367036783,680.0,call,0.32923034057617184
0.04218632367036783,681.0,call,0.3255072332763671
0.04218632367036783,682.0,call,0.3221503332519531
0.04218632367036783,683.0,call,0.31873239868164055
0.04218632367036783,684.0,call,0.315314464111328
0.04218632367036783,685.0,call,0.3118354949951171
0.04218632367036783,686.0,call,0.3083565258789062
0.04218632367036783,687.0,call,0.30524376403808595
0.04218632367036783,688.0,call,0.30170376037597657
0.04218632367036783,689.0,call,0.2985299639892578
0.04218632367036783,690.0,call,0.29529513305664057
0.04218632367036783,691.0,call,0.29169409484863273
0.04218632367036783,692.0,call,0.2887034020996093
0.04218632367036783,693.0,call,0.2854075366210937
0.04218632367036783,694.0,call,0.2820506365966796
0.04218632367036783,695.0,call,0.27899890930175775
0.04218632367036783,696.0,call,0.2758861474609374
0.04218632367036783,697.0,call,0.2730175238037109
0.04218632367036783,698.0,call,0.26984372741699214
0.04218632367036783,699.0,call,0.2668530346679688
0.04218632367036783,700.0,call,0.26416751464843746
0.04218632367036783,701.0,call,0.2611157873535156
0.04218632367036783,702.0,call,0.25830819824218754
0.04218632367036783,703.0,call,0.255439574584961
0.04218632367036783,704.0,call,0.25275405456542965
0.04218632367036783,705.0,call,0.2500075
0.04218632367036783,706.0,call,0.2472609454345703
0.04218632367036783,707.0,call,0.24463645996093752
0.04218632367036783,708.0,call,0.2417068017578125
0.04218632367036783,709.0,call,0.23899076446533202
0.04218632367036783,710.0,call,0.23642731353759766
0.04218632367036783,711.0,call,0.2335586898803711
0.04218632367036783,712.0,call,0.2310562734985352
0.04218632367036783,713.0,call,0.2287064434814453
0.04218632367036783,714.0,call,0.2262650616455078
0.04218632367036783,715.0,call,0.22376264526367184
0.04218632367036783,716.0,call,0.2215654016113281
0.04218632367036783,717.0,call,0.2163469479370117
0.04218632367036783,718.0,call,0.21381401428222657
0.04218632367036783,719.0,call,0.21155573608398434
0.04218632367036783,720.0,call,0.19309278594970702
0.04218632367036783,721.0,call,0.20749693878173825
0.04218632367036783,722.0,call,0.2052996951293945
0.04218632367036783,723.0,call,0.2033465896606445
0.04218632367036783,724.0,call,0.20127141510009766
0.04218632367036783,725.0,call,0.19739572143554687
0.04218632367036783,726.0,call,0.19779244598388673
0.04218632367036783,727.0,call,0.1958088232421875
0.04218632367036783,728.0,call,0.19388623504638675
0.04218632367036783,729.0,call,0.1871419177246094
0.04218632367036783,730.0,call,0.19043778320312502
0.04218632367036783,731.0,call,0.18076380767822264
0.04218632367036783,732.0,call,0.18131311859130855
0.04218632367036783,733.0,call,0.1754843194580078
0.04218632367036783,734.0,call,0.1834798449707031
0.04218632367036783,735.0,call,0.1630637893676758
0.04218632367036783,736.0,call,0.1805501867675781
0.04218632367036783,737.0,call,0.17807828765869144
0.04218632367036783,738.0,call,0.17017431396484378
0.04218632367036783,739.0,call,0.16434551483154297
0.04218632367036783,740.0,call,0.15473257385253908
0.04218632367036783,741.0,call,0.15320671020507814
0.04218632367036783,742.0,call,0.15174188110351564
0.04218632367036783,743.0,call,0.1503686038208008
0.04218632367036783,744.0,call,0.14902584381103517
0.04218632367036783,745.0,call,0.1475610147094727
0.04218632367036783,746.0,call,0.14615722015380855
0.04218632367036783,747.0,call,0.14478394287109375
0.04218632367036783,748.0,call,0.14325807922363282
0.04218632367036783,749.0,call,0.1419458364868164
0.04218632367036783,750.0,call,0.1404504901123047
0.04218632367036783,751.0,call,0.13916876464843753
0.04218632367036783,752.0,call,0.13773445281982422
0.04218632367036783,753.0,call,0.13648324462890626
0.04218632367036783,754.0,call,0.135048932800293
0.04218632367036783,755.0,call,0.13382824188232423
0.04218632367036783,756.0,call,0.1324549645996094
0.04218632367036783,757.0,call,0.13126479095458982
0.04218632367036783,758.0,call,0.1301051345825195
0.04218632367036783,759.0,call,0.1287928918457031
0.04218632367036783,760.0,call,0.1277553045654297
0.04218632367036783,761.0,call,0.12653461364746094
0.04218632367036783,762.0,call,0.12537495727539064
0.04218632367036783,763.0,call,0.1243373699951172
0.04218632367036783,764.0,call,0.12342185180664064
0.04218632367036783,765.0,call,0.1223842645263672
0.04218632367036783,766.0,call,0.12152978088378906
0.04218632367036783,767.0,call,0.12055322814941406
0.04218632367036783,768.0,call,0.11994288269042967
0.04218632367036783,769.0,call,0.11927150268554687
0.04218632367036783,770.0,call,0.11853908813476563
0.04218632367036783,771.0,call,0.11792874267578124
0.04218632367036783,772.0,call,0.11744046630859376
0.04218632367036783,773.0,call,0.11701322448730468
0.04218632367036783,774.0,call,0.11683012084960936
0.04218632367036783,775.0,call,0.11695218994140624
0.04218632367036783,776.0,call,0.11683012084960936
0.04218632367036783,777.0,call,0.117196328125
0.04218632367036783,778.0,call,0.117196328125
0.04218632367036783,779.0,call,0.11695218994140624
0.04218632367036783,780.0,call,0.11744046630859376
0.04218632367036783,781.0,call,0.11744046630859376
0.04218632367036783,782.0,call,0.1186611572265625
0.04218632367036783,783.0,call,0.11988184814453123
0.04218632367036783,791.0,call,0.129891513671875
0.04218632367036783,480.0,put,0.6914093359375001
0.04218632367036783,495.0,put,0.65820654296875
0.04218632367036783,504.0,put,0.63086306640625
0.04218632367036783,507.0,put,0.63086306640625
0.04218632367036783,508.0,put,0.6289099609375001
0.04218632367036783,510.0,put,0.62305064453125
0.04218632367036783,512.0,put,0.6171913281250001
0.04218632367036783,513.0,put,0.6132851171875001
0.04218632367036783,514.0,put,0.6152382226562501
0.04218632367036783,515.0,put,0.6152382226562501
0.04218632367036783,517.0,put,0.6093789062500001
0.04218632367036783,521.0,put,0.5976602734375001
0.04218632367036783,522.0,put,0.59570716796875
0.04218632367036783,523.0,put,0.5996133789062501
0.04218632367036783,524.0,put,0.596683720703125
0.04218632367036783,525.0,put,0.5937540625000001
0.04218632367036783,526.0,put,0.5898478515625001
0.04218632367036783,527.0,put,0.58789474609375
0.04218632367036783,528.0,put,0.5839885351562499
0.04218632367036783,529.0,put,0.5820354296875
0.04218632367036783,530.0,put,0.584965087890625
0.04218632367036783,531.0,put,0.5820354296875
0.04218632367036783,532.0,put,0.579105771484375
0.04218632367036783,533.0,put,0.57617611328125
0.04218632367036783,534.0,put,0.5732464550781251
0.04218632367036783,535.0,put,0.570316796875
0.04218632367036783,536.0,put,0.567387138671875
0.04218632367036783,537.0,put,0.567387138671875
0.04218632367036783,538.0,put,0.567387138671875
0.04218632367036783,539.0,put,0.5644574804687501
0.04218632367036783,540.0,put,0.561527822265625
0.04218632367036783,541.0,put,0.5585981640625001
0.04218632367036783,542.0,put,0.5556685058593751
0.04218632367036783,543.0,put,0.5546919531250001
0.04218632367036783,544.0,put,0.5546919531250001
0.04218632367036783,545.0,put,0.551762294921875
0.04218632367036783,546.0,put,0.5488326367187502
0.04218632367036783,547.0,put,0.5459029785156251
0.04218632367036783,548.0,put,0.5429733203125001
0.04218632367036783,549.0,put,0.5429733203125001
0.04218632367036783,550.0,put,0.5419967675781252
0.04218632367036783,551.0,put,0.5390671093750001
0.04218632367036783,552.0,put,0.5361374511718751
0.04218632367036783,553.0,put,0.53320779296875
0.04218632367036783,554.0,put,0.5302781347656251
0.04218632367036783,555.0,put,0.5273484765625001
0.04218632367036783,556.0,put,0.526371923828125
0.04218632367036783,557.0,put,0.52539537109375
0.04218632367036783,558.0,put,0.5224657128906249
0.04218632367036783,559.0,put,0.5195360546875
0.04218632367036783,560.0,put,0.516606396484375
0.04218632367036783,561.0,put,0.51562984375
0.04218632367036783,562.0,put,0.514653291015625
0.04218632367036783,563.0,put,0.5117236328125
0.04218632367036783,564.0,put,0.508793974609375
0.04218632367036783,565.0,put,0.50586431640625
0.04218632367036783,566.0,put,0.5029346582031251
0.04218632367036783,567.0,put,0.5019581054687501
0.04218632367036783,568.0,put,0.5009815527343751
0.04218632367036783,569.0,put,0.500005
0.04218632367036783,570.0,put,0.49707534179687507
0.04218632367036783,571.0,put,0.49414568359375005
0.04218632367036783,572.0,put,0.49121602539062503
0.04218632367036783,573.0,put,0.49170430175781255
0.04218632367036783,574.0,put,0.48828636718750007
0.04218632367036783,575.0,put,0.485356708984375
0.04218632367036783,576.0,put,0.48242705078125003
0.04218632367036783,577.0,put,0.47949739257812496
0.04218632367036783,578.0,put,0.47998566894531247
0.04218632367036783,579.0,put,0.4770560107421875
0.04218632367036783,580.0,put,0.47412635253906255
0.04218632367036783,581.0,put,0.47119669433593747
0.04218632367036783,582.0,put,0.4682670361328125
0.04218632367036783,583.0,put,0.4682670361328125
0.04218632367036783,584.0,put,0.46533737792968755
0.04218632367036783,585.0,put,0.4624077197265626
0.04218632367036783,586.0,put,0.4594780615234375
0.04218632367036783,587.0,put,0.45654840332031255
0.04218632367036783,588.0,put,0.45606012695312503
0.04218632367036783,589.0,put,0.45313046875
0.04218632367036783,590.0,put,0.450200810546875
0.04218632367036783,591.0,put,0.44727115234375
0.04218632367036783,592.0,put,0.44434149414062496
0.04218632367036783,593.0,put,0.44434149414062496
0.04218632367036783,594.0,put,0.4414118359375
0.04218632367036783,595.0,put,0.43848217773437503
0.04218632367036783,596.0,put,0.43555251953125
0.04218632367036783,597.0,put,0.43506424316406256
0.04218632367036783,598.0,put,0.4321345849609375
0.04218632367036783,599.0,put,0.4292049267578125
0.04218632367036783,600.0,put,0.42578699218750005
0.04218632367036783,601.0,put,0.422857333984375
0.04218632367036783,602.0,put,0.42236905761718746
0.04218632367036783,603.0,put,0.4194393994140625
0.04218632367036783,604.0,put,0.4165097412109374
0.04218632367036783,605.0,put,0.41358008300781246
0.04218632367036783,606.0,put,0.41309180664062495
0.04218632367036783,607.0,put,0.4101621484375
0.04218632367036783,608.0,put,0.407232490234375
0.04218632367036783,609.0,put,0.40405869384765625
0.04218632367036783,610.0,put,0.40332627929687503
0.04218632367036783,611.0,put,0.40039662109375
0.04218632367036783,612.0,put,0.397466962890625
0.04218632367036783,613.0,put,0.39649041015625003
0.04218632367036783,614.0,put,0.393560751953125
0.04218632367036783,615.0,put,0.39063109375
0.04218632367036783,616.0,put,0.387701435546875
0.04218632367036783,617.0,put,0.38672488281249995
0.04218632367036783,618.0,put,0.383795224609375
